,question,answer,category,table_id
348,What is primarily celebrated during Purim?,Food and drink,holiday,206
349,How many months after the 2022 celebration is the 2024 celebration?,24,holiday,206
350,"Was Purim celebrated on the morning of March 16, 2022?",no,holiday,206
351,What are three traditions of Hanukkah?,"Lighting the Menorah, Playing Dreidel, Hanukkah Gelt",holiday,207
352,What's given on Hanukkah?,Hanukkahgelt,holiday,207
353,Over how many days does Hanukkah take place?,9,holiday,207
354,In which year does Hanukkah occur latest in the year?,2024,holiday,207
355,In which year does Hanukkah occur earliest in the year?,2021,holiday,207
356,How many days is Hanukkah celebrated?,9,holiday,207
357,Which date was the 28 Kislev of Hanukkah celebrated in 2023?,"December 10, 2023",holiday,207
358,How many months ago was 3 Tevet celebrated in 2021?,12,holiday,207
359,Is it OK to say Happy Hanukkah?,Yes,holiday,207
360,Yom Kippur can occur in which two months?,"September, October",holiday,208
361,"From 2021 to 2024, how many times will Yom Kippur occur in September?",2,holiday,208
362,How many days later did Yom Kippur start in 2022 compared to 2021?,19,holiday,208
363,On which day of Tishri does Yom Kippur take place?,10,holiday,208
364,What are the main observances of Yom Kippur?,Fasting prayer abstaining from physical pleasures refraining from work,holiday,208
365,Over how many days does Yom Kippur take place?,2,holiday,208
366,In what year does Yom Kippur occur the latest?,2024,holiday,208
367,In what year does Yom Kippur occur the earliest?,2021,holiday,208
368,What are Jews prohibited from doing during Yom Kippur?,"Eating, physical pleasures, and work",holiday,208
369,What prayer is recited on Yom Kippur?,Ne'ilah,holiday,208
370,What happens in the synagogue on Yom Kippur?,Praying,holiday,208
371,What is the significance of Yom Kippur?,"Atonement for personal sins, fate of each person is sealed for the upcoming year.",holiday,208
372,What color of lights illuminated San Francisco City Hall?,"Red, white, and blue",holiday,209
373,Where was the celebration for National Election Day in the United States?,San Francisco City Hall,holiday,209
374,What date was National Election Day celebrated in 2018?,"November 6, 2018",holiday,209
375,What date was the first Monday in November in 2018?,"November 5, 2018",holiday,209
376,What date is the second Tuesday after the first Monday of November in 2023?,"November 14, 2023",holiday,209
377,How many days are there between the dates of National Election Day in 2023 and 2024?,2,holiday,209
378,"What day of the week was November 1, 2021?",Monday,holiday,209
379,How many days apart were the National Election Days of 2021 and 2022?,6,holiday,209
380,By how many days did the National Election Day dates differ in 2022 and 2023?,1,holiday,209
381,On what date is the next New Year's Eve?,"December 31, 2022",holiday,210
382,How many days are there from Christmas to New Year's Eve?,6,holiday,210
383,How many days after New Year's Eve was Marguerite Martyn's sketch of a New Year's Eve celebration published?,4,holiday,210
384,How many Armenian churches observe Christmas in January?,3,holiday,211
385,How many days after December 25 does the Armenian Evangelical Church observe Christmas?,12,holiday,211
386,On how many different days do various churches celebrate Christmas?,4,holiday,211
387,Which church observes Christmas on the latest date in winter?,Armenian Patriarchate of Jerusalem,holiday,211
388,"Which churches celebrate Christmas on the earliest day of the calendar year, whether according to the Old Style (O.S.) calendar or not?","Armenian Apostolic Church, Armenian Evangelical Church",holiday,211
389,How many days apart do the Armenian Patriarchate of Jerusalem (non-O.S.) and the Armenian Apostolic Church celebrate Christmas?,13,holiday,211
390,How many days pass between Western Christianity's observance of Christmas and the Armenian Patriarchate of Jerusalem's observance?,25,holiday,211
391,Who celebrates Christmas last as an observance?,Armenian Patriarchate of Jerusalem,holiday,211
392,How many days are there between the Christmas celebration of Western Christianity and the most common Oriental Orthodox celebration date?,13,holiday,211
393,What year was Good Friday observed on April 2?,2021,holiday,212
394,On what month and day will Good Friday be observed in 2024 in the Eastern Hemisphere?,May 3,holiday,212
395,Over how many years have the Eastern and Western dates been 7 days apart?,2,holiday,212
396,How much longer in days is the time between the Western and Eastern dates in 2021 than in 2023?,21,holiday,212
397,How many days would separate Western and Eastern holiday dates if they occurred in the same year?,3,holiday,212
398,What year will Good Friday be observed on April 7?,2023,holiday,212
399,What month and day is one week before Halloween?,October 24,holiday,213
400,How many days are there between Halloween and Christmas for those who observe them?,55,holiday,213
401,"If October 23 was a Monday, what day of the week would Halloween be on?",Tuesday,holiday,213
402,On what date will Thanksgiving be in 2024?,"November 28, 2024",holiday,214
403,On what date was Thanksgiving in 2021?,"November 25, 2021",holiday,214
404,On what date will Thanksgiving be in 2023?,"November 23, 2023",holiday,214
405,"What day of the week was November 27, 2021?",Saturday,holiday,214
406,What is the difference in days between Black Friday in 2024 and 2022?,4,holiday,214
407,By how many days do the dates of Black Friday differ between 2021 and 2024?,3,holiday,214
408,By how many days did the Black Friday dates differ between 2022 and 2021?,1,holiday,214
409,What date did Thanksgiving fall on in 2021?,"November 25, 2021",holiday,214
410,What date will Thanksgiving fall on in 2023?,"November 23, 2023",holiday,214
411,What date is the third Sunday of May in 2022?,"May 15, 2022",holiday,215
412,Where can Mother's Day be found on the calendar?,The 2nd Sunday of May,holiday,215
413,How many times a year does Mother's Day occur?,1,holiday,215
414,What date did Mother's Day fall on in 2021?,"May 9, 2021",holiday,215
415,What day of the month is the third Sunday of May in 2024?,19,holiday,215
416,What day of the month is the first Sunday of May in 2023?,7,holiday,215
417,How many days after Dhanteras/Yama Deepam is Govardhan Puja/Balipratipada/Gujarati New Year?,3,holiday,216
418,How many days after Dhanteras/Yama Deepam is Bhai Dooj/Vishwakarma Puja?,4,holiday,216
419,What date is the Gujarati New Year in 2022?,"October 24, 2022",holiday,216
420,On which day of Diwali is Lakshmi Puja celebrated?,3,holiday,216
421,For how many days is Diwali celebrated?,5,holiday,216
422,How many days after Dhanteras is Govardhan Puja?,3,holiday,216
423,Is Naraka Chaturdashi 2 days before Govardhan Puja?,yes,holiday,216
424,How many days is Diwali celebrated in 2022?,5,holiday,216
425,How many days is the Deepavali festival celebrated in October?,5,holiday,216
426,"Other than in 2022, in what year are the Western and Eastern Easter dates one week apart?",2023,holiday,217
427,Over how many years is the Western Easter date in April?,3,holiday,217
428,How many days were there between the Western and Eastern Easter dates in 2022?,7,holiday,217
429,In which year between 2021 and 2024 was the Western Easter date the earliest?,2024,holiday,217
430,How many days apart were the Western and Eastern Easter dates in 2021?,28,holiday,217
431,How many more days were there between the Western and Eastern Easter dates in 2024 compared to 2022?,28,holiday,217
432,How many days did Mardi Gras last in 2022?,1,holiday,218
433,Which month was Mardi Gras celebrated in 2021?,February,holiday,218
434,In what year will Mardi Gras occur latest in the year?,2022,holiday,218
435,How many times per year is Mardi Gras celebrated?,1,holiday,218
436,How many days later did Mardi Gras start in 2022 compared to 2021?,13,holiday,218
437,What are the earliest and latest start dates of Mardi Gras from 2021 to 2024?,"February 13, March 1",holiday,218
438,How many holidays is Mardi Gras related to?,8,holiday,218
439,In what year will Mardi Gras happen earliest in the year?,2024,holiday,218
440,"Between 2021 and 2024, how many years does Mardi Gras take place in February?",3,holiday,218
441,What month and day was the 18th of Tishrei celebrated in 2021?,23-Sep,holiday,219
442,At what time of day does Sukkot officially start?,Sunset,holiday,219
443,"Between 2021 and 2024, which year does Sukkot occur earliest in the year?",2021,holiday,219
444,"Between 2021 and 2024, which year does Sukkot occur latest in the year?",2024,holiday,219
445,"Will the morning of October 16, 2024 be during Sukkot?",no,holiday,219
446,How many days does Sukkot last?,6,holiday,219
447,In which months does Sukkot occur?,"September, October",holiday,219
448,On what month and day was the 16th of Tishrei celebrated in 2022?,October 10,holiday,219
449,Which date will the 20th of Tishrei be celebrated in 2023?,"October 4, 2023",holiday,219
450,How many years passed between the HMS Montrose being ordered and commissioned?,6,ship,222
451,How many years passed from the ordering to the launching of HMS Montrose?,4,ship,222
452,How many years ago was HMS Montrose ordered?,34,ship,222
453,How many months did it take for HMS Montrose to be commissioned after its launch in 2005?,23,ship,222
454,How many months passed between HMS Montrose being laid down and launched in 2005?,32,ship,222
455,How many years after HMS Montrose was ordered in 2005 was it launched?,4,ship,222
456,How many years after HMS Montrose was ordered was it launched?,4,ship,222
457,How many decades separate the commissioning of HMS Montrose from its refit?,2,ship,222
458,What event took place during the same month but in a different year as when HMS Montrose was ordered?,Launched,ship,222
459,What is the middle month between when HMS Argyll was laid down and commissioned?,April,ship,223
460,How much longer in years was the LIFEX refit than the Major refit?,1,ship,223
461,How many years before the commissioning of HMS Argyll was it laid down?,4,ship,223
462,How many years after the ordering of HMS Argyll was it launched?,3,ship,223
463,"If you add the days of the month that the HMS Argyll was launched and laid down, what number would you get?",28,ship,223
464,How many years were there between when HMS Argyll was ordered and commissioned?,5,ship,223
465,How many months after being laid down was HMS Argyll commissioned?,50,ship,223
466,How many years after HMS Argyll was ordered was it launched?,2,ship,223
467,How many times was HMS Argyll refitted?,2,ship,223
468,How many years has HMS Astute been in service with the UK Navy?,26,ship,224
469,"Who built HMS Somerset, launched in 1994?",Yarrow Shipbuilders,ship,224
470,How many months after the ordering of HMS Somerset was it laid down?,9,ship,224
471,How many years did it take to build HMS Somerset?,2,ship,224
472,Which of HMS Somerset's refits occurred two decades after it was ordered?,Major,ship,224
473,How many years after being laid down did HMS Somerset launch?,2,ship,224
474,How many years did it take for HMS Somerset to be commissioned after being ordered?,4,ship,224
475,Who sponsored HMS Somerset in 1996?,Lady Layard,ship,224
476,How many years did it take for HMS Somerset to be commissioned after its launch?,2,ship,224
477,How old was Fernando Alonso in the year he won the Spanish Grand Prix?,32,f1,258
478,What is the sum of Fernando Alonso's two car numbers?,22,f1,258
479,How old was Fernando Alonso in the year he had his first entry?,20,f1,258
480,How old was Diaz in his first entry in his Formula One World Championship career?,20,f1,258
481,What year did Fernando Alonso enter the Australian Grand Prix?,2001,f1,258
482,In what other racing championships did Diaz debut during the year he debuted in his FIA World Endurance Championship career?,24 Hours of Le Mans career,f1,258
483,In which country was Fernando Alonso's first Grand Prix won?,Hungary,f1,258
484,What year was Fernando Alonso's last Grand Prix entry?,2022,f1,258
485,How many years were between Diaz's first win in the Formula One World Championships and his debut season in the FIA World Endurance Championship?,15,f1,258
486,How many years after Button's Formula One career began did he have his first win?,6,f1,259
487,What nationality is Jenson Button?,British,f1,259
488,What year did Jenson Button win his first championship?,2009,f1,259
489,How old was Jenson Button when he began his racing career?,20,f1,259
490,How many years did Jenson Button race?,17,f1,259
491,How old was Button when he began his Formula One career?,20,f1,259
492,How many years after Button's last win did he end his Formula One career?,5,f1,259
493,At what age did Jenson Button win his last Brazilian Grand Prix?,32,f1,259
494,At what age did Jenson Button win his first Hungarian Grand Prix?,26,f1,259
495,In what year was Jenson Button's last entry in the Formula One World Championship?,2017,f1,259
496,In what year did Jenson Button make his first entry in the Formula One World Championship?,2000,f1,259
497,How many years was Jenson Button active?,17,f1,259
498,At what age did Jenson Button become active in his career?,20,f1,259
499,How many championships did Jenson Button have?,1,f1,259
500,What was the first year Jenson Button was active?,2000,f1,259
501,At what age did Riccardo Patrese first win the Monaco Grand Prix?,28,f1,261
502,At what age did Riccardo Patrese start his career?,23,f1,261
503,How old was Riccardo Gabriele Patrese when he began his career?,23,f1,261
504,How many years was Riccardo Gabriele Patrese active?,16,f1,261
505,How old was Patrese when his career began?,23,f1,261
506,How many years after Patrese's first Formula One entry was his last win?,15,f1,261
507,How many years passed between Riccardo Gabriele Patrese's first and last entries?,16,f1,261
508,How many years passed between Riccardo Gabriele Patrese's first and last wins?,10,f1,261
509,How long did Riccardo Gabriele Patrese compete?,16,f1,261
510,How many years before his career ended was Patrese's first win?,11,f1,261
511,In what year did Riccardo Gabriele Patrese compete in the Japanese Grand Prix?,1992,f1,261
512,At what age did Riccardo Patrese win the Japanese Grand Prix?,38,f1,261
513,How old was Sebastian Vettel when he won the Italian Grand Prix?,21,f1,262
514,How old was Sebastian Vettel when he won the United States Grand Prix?,20,f1,262
515,How many years ago did Sebastian Vettel last win?,3,f1,262
516,How many years ago did Sebastian Vettel last win?,35,f1,262
517,At what age did Sebastian Vettel win his last race at the Singapore Grand Prix?,32,f1,262
518,How old was Sebastian Vettel when he first entered the 2007 United States Grand Prix?,20,f1,262
519,How many championships did Sebastian Vettel win starting from 2011?,3,f1,262
520,In what country did Sebastian Vettel win a Grand Prix in 2019?,Singapore,f1,262
521,At what age did Sebastian Vettel win his first Italian Grand Prix?,21,f1,262
522,How many times did Sebastian Vettel not start a race?,1,f1,262
523,How many years passed between Sebastian Vettel's first and last entries?,15,f1,262
524,How old was Sebastian Vettel in the year he won his first championship?,23,f1,262
525,"Which is greater, the number of Kimi Räikkönen's teams or the number of his engines?",teams,f1,344
526,At what age did Kimi Räikkönen win his first Formula One World Championship?,24,f1,344
527,How old was Räikkönen when he began his Formula One career?,22,f1,344
528,How many years were between Räikkönen's first Formula One win and his first World Rally Championship rally?,6,f1,344
529,How much longer in years was Räikkönen active in Formula One than in the World Rally Championship?,15,f1,344
530,What year did Kimi Räikkönen marry Jenni Dahlman?,2004,f1,344
531,At what age did Kimi Räikkönen get divorced?,35,f1,344
532,How many years after Kimi Räikkönen's debut did he achieve his first win?,2,f1,344
533,How old was Kimi Räikkönen when he started competing in 2001?,22,f1,344
534,"Which is greater, the number of Kimi Räikkönen's children or his stage wins?",children,f1,344
535,At what age did Kimi Räikkönen enter his first Formula One World Championship?,22,f1,344
536,How many total years did Kimi Räikkönen compete?,17,f1,344
537,How old was Michael Schumacher when he won his last championship in 2004?,35,f1,345
538,How many total years was Michael Schumacher active in his career?,17,f1,345
539,In what country did Michael Schumacher make his final entry in 2012?,Brazil,f1,345
540,In what country did Michael Schumacher make his debut in 1991?,Belgium,f1,345
541,How many engines did Michael Schumacher use?,4,f1,345
542,How many championships does Michael Schumacher have?,7,f1,345
543,How many teams has Michael Schumacher been in?,4,f1,345
544,How many total wins did Michael Schumacher achieve in his career?,91,f1,345
545,What year did Michael Schumacher win his first championship?,1994,f1,345
546,How many days after launch did the ExoMars perform orbital insertion?,219,orbitor,461
547,How many months were left in the ExoMars mission as planned?,9,orbitor,461
548,How many more months is the ExoMars mission planned to last?,9,orbitor,461
549,How many months after launch was the Mars orbiter insertion for ExoMars?,7,orbitor,461
550,What year is the ExoMars mission planned to end?,2023,orbitor,461
551,For how many years was ExoMars launched?,6,orbitor,461
552,How much longer in years did Yamamoto play for Kamatamare Sanuki compared to Mito HollyHock?,3,boxing,484
553,How old was Yamamoto when his youth career ended?,18,boxing,484
554,How many total years did Yamamoto play in his senior career?,17,boxing,484
555,What year did Shohei Yamamoto begin playing for Mito Hollyhock?,2002,boxing,484
556,For how many years did Shohei Yamamoto play in the senior division?,18,boxing,484
557,When was the last year that Shohei Yamamoto played in the senior division?,2018,boxing,484
558,What was the first team that Shohei Yamamoto played for in his senior career?,Kyoto Purple Sanga,boxing,484
559,How many years after playing for Kyoto Purple Sanga did Yamamoto play for Ococias Kyoto AC?,17,boxing,484
560,How long in years did Shohei Yamamoto's youth career last?,5,boxing,484
561,Which team did Pillay play for in his senior career when he won silver at the Hiroshima Asia Cup?,Selangor HA,hockey,485
562,How many years were between Pillay's gold medal at the Championship Challenge and his gold at the Asian Games?,3,hockey,485
563,At what age did Dhanraj Pillay play for Indian Gymkhana?,24,hockey,485
564,At what age did Dhanraj Pillay compete in his first Asian Games?,22,hockey,485
565,At what age did Dhanraj Pillay join the National team?,21,hockey,485
566,For how many years did Dhanraj Pillay play for the national side?,15,hockey,485
567,How long did Dhanraj Pillay play for Selangor HA?,3,hockey,485
568,How many years elapsed from when Dhanraj Pillay won his first medal in Kuala Lumpur to his last in Kuala Lumpur?,4,hockey,485
569,Which competition awarded Dhanraj Pillay his only bronze medal?,Asia Cup,hockey,485
570,Which team did Dhanraj Pillay play for the longest?,Selangor HA,hockey,485
571,How many Asian Games did Dhanraj Pillay participate in?,4,hockey,485
572,How old was Pillay when he began his senior career?,24,hockey,485
573,How many Asia Cup games did Gagan Ajit Singh compete in?,2,hockey,486
574,At what age did Gagan Ajit Singh win a medal at the Asian Games?,22,hockey,486
575,How old was Gagan Ajit Singh when he began his senior career?,25,hockey,486
576,How many years after Gagan Ajit Singh began playing for the national team did he win a medal at Hobart?,4,hockey,486
577,How many cities did Gagan Ajit Singh medal at in 2001?,2,hockey,486
578,In what year did Singh win the most gold medals in international competition?,2001,hockey,486
579,How many years before Singh played for HC Klein Zwitserland did he play for the Indian national team?,8,hockey,486
580,How old was Singh when he won gold in the Asia Cup?,23,hockey,486
581,At what age did Gagan Ajit Singh win a medal at the Champions Challenge?,21,hockey,486
582,How many years did Dhyan Chand serve in the army?,34,hockey,524
583,Over how many years was Dhyan Chand on a senior career team?,4,hockey,524
584,How many gold medals did Dhyan Chand win in the Olympics?,3,hockey,524
585,How old was Dhyan Chand when he won his first gold medal at the 1928 Olympics?,23,hockey,524
586,How old was Dhyan Chand when he won his final gold medal at the 1936 Olympic Games?,31,hockey,524
587,How many gold medals did Dhyan Chand win while playing for British India?,3,hockey,524
588,How many years after Dhyan Chand's hockey career ended did his military career end?,7,hockey,524
589,How many years after Dhyan Chand joined the military did his hockey career begin?,4,hockey,524
590,How many gold medals did Dhyan Chand's hockey team win?,3,hockey,524
591,How many years did Sachin Tendulkar play for the national side?,24,cricket,526
592,How old was Sachin Tendulkar when he played his last one-day match?,39,cricket,526
593,How many ODI matches did Sachin Tendulkar play?,463,cricket,526
594,How long in years was Sachin Tendulkar a part of the national side?,24,cricket,526
595,How long in years was Sachin Tendulkar a member of parliament?,6,cricket,526
596,How long in years did Sachin Tendulkar play for Mumbai?,25,cricket,526
597,How many 10-wicket hauls does Sachin Tendulkar have in matches?,0,cricket,526
598,Who did Sachin Tendulkar play for in 1992?,Yorkshire,cricket,526
599,How old was Sachin Tendulkar when he joined team Mumbai?,15,cricket,526
600,How old was Bradman during his Test debut?,20,cricket,527
601,How many years after his last Test did Bradman die?,53,cricket,527
602,At what age did Don Bradman play his last Test?,40,cricket,527
603,How many years did Don Bradman play for the national side?,20,cricket,527
604,How old was Don Bradman when he made his first Test debut?,20,cricket,527
605,At what age did Don Bradman join his second domestic team?,27,cricket,527
606,How many years after Don Bradman's last Test was his death?,52,cricket,527
607,How old was Don Bradman when he made his international Test debut?,20,cricket,527
608,How old was Don Bradman during the year of his last international Test?,40,cricket,527
609,Which domestic team did Don Bradman play for when he turned 30?,South Australia,cricket,527
610,Which domestic team did Bradman play for during his Test debut?,New South Wales,cricket,527
611,At what age did Don Bradman play for the national side?,20,cricket,527
612,How old was Brian Lara when he first played for Team Trinidad and Tobago?,18,cricket,528
613,What year did Brian Lara join Team Transvaal?,1992,cricket,528
614,How many years after joining the international team did Brian Lara join the domestic Warwickshire team?,4,cricket,528
615,How old was Brian Lara when he joined the West Indies international team?,21,cricket,528
616,Against which country was Brian Lara's Test debut in 1990?,Pakistan,cricket,528
617,At what age did Brian Lara play his last ODI?,37,cricket,528
618,At what age did Brian Lara play for Southern Rocks?,41,cricket,528
619,How many years did Brian Lara play for Team Trinidad and Tobago?,21,cricket,528
620,How many domestic teams did Brian Lara play on in 1995?,2,cricket,528
621,What professional team was Eddy Merckx on when he won gold at the World Championships in Heerlen?,Peugeot–BP–Michelin,cycling,635
622,How old was Eddy Merckx when he joined his first professional team?,20,cycling,635
623,What was the color of the medal in all of Eddy Merckx's World Championship wins?,Gold,cycling,635
624,At what age did Eddy Merckx last win 34 individual stages at the Tour de France?,30,cycling,635
625,At what age did Eddy Merckx win gold at the 1964 World Championships?,19,cycling,635
626,What year did Eddy Merckx win his first gold at the World Championships?,1964,cycling,635
627,How old was Eddy Merckx when he started his professional career?,20,cycling,635
628,What year did Eddy Merckx go professional?,1965,cycling,635
629,How many years elapsed between Merckx's first General Classification win and his last Combination Classification win at the Tour de France?,5,cycling,635
630,What discipline did Jacques Anquetil participate in?,Road and track,cycling,636
631,What was the first professional team Jacques Anquetil joined?,La Perle,cycling,636
632,How many times did Jacques Anquetil participate in the stage race Paris-Nice?,5,cycling,636
633,How old was Jacques Anquetil when he began riding professionally?,19,cycling,636
634,What year did Jacques Anquetil begin riding professionally?,1953,cycling,636
635,What medal did Jacques Anquetil win at the 1952 Helsinki Olympics?,Bronze,cycling,636
636,What is the first word on Jacques Anquetil's shirt?,FORD,cycling,636
637,How old was Jacques Anquetil the year he medaled in Helsinki?,18,cycling,636
638,In how many cities did Jacques Anquetil medal?,2,cycling,636
639,How many years are between Jacques Anquetil's first and last medal wins?,14,cycling,636
640,How many years ago did Jacques Anquetil die?,35,cycling,636
641,Which professional team did Jacques Anquetil represent in 1968?,Bic–Hutchinson,cycling,636
642,At what age did Roger De Vlaeminck win the Vuelta a España in 1984?,37,cycling,637
643,How many medals did Roger De Vlaeminck win in World Championships starting in 1974?,1,cycling,637
644,What year did Roger De Vlaeminck win the gold medal at the World Championships?,1975,cycling,637
645,How old was Roger De Vlaeminck when he won the Tour de France in 1970?,23,cycling,637
646,At what age did Roger De Vlaeminck win the Vuelta a España?,37,cycling,637
647,What team did Roger De Vlaeminck represent five years after leaving Dreher?,Brooklyn,cycling,637
648,At what age did Roger De Vlaeminck win his first World Championships gold medal?,28,cycling,637
649,Which professional team did Roger De Vlaeminck join in 1975?,Brooklyn,cycling,637
650,In which year did Roger De Vlaeminck win a silver medal in the World Championships?,1975,cycling,637
651,What medal did Chris Ciriello win in the 2014 World Cup?,Gold,hockey,670
652,What medal did Chris Ciriello win at the 2012 London Olympics?,Bronze,hockey,670
653,How old was Chris Ciriello when he married Heidi Ciriello?,25,hockey,670
654,During what year did Ciriello win the most overall gold medals?,2014,hockey,670
655,What team did Ciriello play for in the year he won the bronze at the London Olympics?,Punjab Warriors,hockey,670
656,How many times was Chris Ciriello married before he joined the Punjab Warriors?,1,hockey,670
657,How many Champions Trophies had Chris Ciriello won before winning an Olympic medal?,1,hockey,670
658,How many Commonwealth Games medals did Chris Ciriello win after winning an Olympic medal?,1,hockey,670
659,How old was Chris Ciriello during the 2012 London Olympics?,27,hockey,670
660,What was the last year Jorge Lombi won a gold medal at the Pan American Games?,2007,hockey,680
661,How old was Lombi when he won gold at the Pan American Games?,24,hockey,680
662,In what year did Lombi win the most gold medals?,2007,hockey,680
663,How many years were between Lombi'''s gold medals in Alexandria and Mar del Plata?,10,hockey,680
664,How many gold medals did Jorge Lombi win in 2007?,2,hockey,680
665,How old was Jorge Lombi when he won a Champions Challenge bronze medal?,30,hockey,680
666,How old was Jorge Lombi when he won at the 1995 Pan American Games?,24,hockey,680
667,In what year did Jorge Lombi win a silver medal at the Pan American Games?,1999,hockey,680
668,How many more Pan American Games gold medals does Jorge Lombi have than Champions Challenge gold medals?,1,hockey,680
669,How many gold medals has Luke Doerner earned?,7,hockey,686
670,How many medals did Luke Doerner win in 2008?,2,hockey,686
671,In what year was his first medal?,2005,hockey,686
672,In which year did Luke Doerner compete in the Olympic Games?,2008,hockey,686
673,How many gold medals has Luke Doerner earned in Melbourne?,2,hockey,686
674,What year did Luke Doerner win gold at the World Cup?,2010,hockey,686
675,How many medals did Luke Doerner win in 2010?,2,hockey,686
676,Where did Luke Doerner win a gold medal at the 2006 Commonwealth Games?,Melborne,hockey,686
677,How many more silver medals than bronze has Luke Doerner earned?,1,hockey,686
678,How many years after the operation of Fatah ended did Iraq remain an ally?,5,terrorist orgnization,711
679,Which country was an opponent during the time period of Fatah – The Revolutionary Council?,Israel,terrorist orgnization,711
680,Over how many years was Iraq an ally of Fatah – The Revolutionary Council?,17,terrorist orgnization,711
681,Who were the allies of Fatah – The Revolutionary Council in two separate time periods?,Iraq,terrorist orgnization,711
682,How many years after the operation of Fatah began did Syria become an ally?,5,terrorist orgnization,711
683,How much longer in years was Iraq an ally than Libya during the '70s?,4,terrorist orgnization,711
684,How many years ago did the Liberation Tigers of Tamil Eelam start?,46,terrorist orgnization,712
685,How many years ago were the Liberation Tigers of Tamil Eelam defeated?,13,terrorist orgnization,712
686,How many years were the Liberation Tigers of Tamil Eelam active in Sri Lanka?,33,terrorist orgnization,712
687,How many years after the Islamic Republican Party was formed was it dissolved?,8,political party,930
688,How many years after the Islamic Republican Party was formed did it become part of the Grand Coalition?,1,political party,930
689,How many coalitions was the Islamic Republican Party a part of in 1979?,1,political party,930
690,What was the national affiliation the year the party was founded?,Islamic Coalition,political party,930
691,How many days after the Islamic Republican Party was dissolved?,3026,political party,930
692,How many years after the Islamic Republican Party was founded did the Grand Coalition become the national affiliation?,1,political party,930
693,How many years after the Islamic Coalition was the party dissolved?,8,political party,930
694,How many years ago was the Islamic Republican Party founded?,43,political party,930
695,How many years after the Islamic Republican Party was founded was the Grand Coalition the national affiliation?,1,political party,930
696,How many years ago was the Indian National Congress established?,136,political party,931
697,How many states and union territories were not governed by the Indian National Congress in 2022?,26,political party,931
698,How many total seats did the Indian National Congress have in the Lok Sabha and Rajya Sabha in 2022?,89,political party,931
699,How many seats do the Rajya Sabha and Lok Sabha have combined in 2022?,89,political party,931
700,How many years ago was the Indian National Congress founded?,137,political party,931
701,How many ideologies were there in the Indian National Congress in 2022?,4,political party,931
702,How many years after being founded as Birlik was the political party founded as Ada?,7,political party,932
703,How many years was there between the founding of Birlik and the dissolution of Adal?,9,political party,932
704,How many years had Adal been known as Birlik before it changed its name in 2020?,7,political party,932
705,How many years after its initial founding as Birlik was Adal dissolved?,9,political party,932
706,How many years after being refounded was it dissolved?,2,political party,932
707,What was the original name of Adal when it was founded in 2013?,Birlik,political party,932
708,How long in months did it last as Adal?,17,political party,932
709,What name was Adal known by in 2017?,Birlik,political party,932
710,Who was the Chairman of Adal before April of 2022?,Serik Sultangali,political party,932
711,How many years old was the Communist Party of the Soviet Union when it had over 19 million members?,71,political party,933
712,How many years old was the Communist Party of the Soviet Union when it became affiliated with Comintern?,1,political party,933
713,How many years old was the Communist Party of the Soviet Union when it stopped being affiliated with Cominform?,38,political party,933
714,On what date was the Communist Party of the Soviet Union founded?,"March 8, 2018",political party,933
