,question,answer,category,table_id
715,What was the international affiliation the year after the party was founded?,Comintern,political party,933
716,How much longer in years was Bloc of Communists and Non-Partisans the national affiliation than Cominform was the international affiliation?,45,political party,933
717,On what date did the Communist Party of the Soviet Union end?,"November 6, 1991",political party,933
718,How many members did the Young Pioneers have in 1989?,19487822,political party,933
719,How many years after the party was founded did Bloc of Communists and Non-Partisans become the national affiliation?,18,political party,933
720,Who founded the Communist Party of the Soviet Union in 1918?,Vladimir Lenin,political party,933
721,How many years ago was the Communist Party of the Soviet Union banned?,31,political party,933
722,How many years was the Comintern organization in Russia?,24,political party,933
723,How many days after forming did it take for Hurricane Gaston to dissipate?,7,cyclone,957
724,Over how many months did Hurricane Gaston exist?,2,cyclone,957
725,For how many days was Hurricane Gaston over the water?,3,cyclone,957
726,After what date was Hurricane Gaston on land?,"August 29, 2004",cyclone,957
727,What year did Hurricane Gaston form?,2004,cyclone,957
728,What hurricane season did Hurricane Gaston form?,2004,cyclone,957
729,How many days did Hurricane Ivan last as a storm?,23,cyclone,958
730,Did the lowest pressure occur during September 2004?,yes,cyclone,958
731,How many months ago did Hurricane Ivan exist?,219,cyclone,958
732,How many days after formation did Hurricane Ivan reach peak intensity?,11,cyclone,958
733,Was the United States affected by the hurricane?,yes,cyclone,958
734,What was the cost of the hurricane damage in dollars?,26.1 billion,cyclone,958
735,Which year did the hurricane start?,2004,cyclone,958
736,How many areas did Ivan hit on its path?,11,cyclone,958
737,How many people died from causes related to Ivan?,124,cyclone,958
738,What category was Hurricane Ivan?,5,cyclone,958
739,On which date did Hurricane Ivan reach peak intensity in the Yucatán Channel?,"September 13, 2004",cyclone,958
740,What category was Hurricane Ivan?,5,cyclone,958
741,How many years did the Second Liberation Army exist?,8,proxy war,974
742,How many years did the Chadian Civil War last?,14,proxy war,974
743,How many years had the Chadian Civil War been ongoing when François Tombalbaye was overthrown and killed in 1975?,10,proxy war,974
744,How many years had the Chadian Civil War been ongoing when Félix Malloum was overthrown in 1979?,14,proxy war,974
745,How many years did the Chadian Civil War last?,14,proxy war,974
746,Who were the belligerents in the Chadian Civil War in 1970?,Second Liberation Army,proxy war,974
747,Who was the leader of Libya in 1971 when supporting the Chadian Civil War?,Muammar al-Gaddafi,proxy war,974
748,How many years did the civil war in Chad last?,14,proxy war,974
749,How many years before the end of the war was the Third Liberation Army formed?,11,proxy war,974
750,How many years longer was GUNT part of the Pro-Libyan Chadian faction than Codos?,4,proxy war,975
751,How many years before the end of the war did DR Sudan end its support?,2,proxy war,975
752,How many years after FAT was GUNT an Anti-Libyan Chadian faction?,7,proxy war,975
753,How many years was Codos involved in the Chadian-Libyan conflict?,3,proxy war,975
754,Which belligerent was part of the Anti-Libyan Chadian faction for the longest time?,FAN,proxy war,975
755,How many years did DR Sudan support the Chadian–Libyan conflict?,7,proxy war,975
756,How many years before the war ended did the Republic of the Congo stop being a belligerent?,2,proxy war,978
757,How many years longer was Katanga a belligerent than Kwilu and Simba rebels?,2,proxy war,978
758,How many years after the start of the war did the United States become a belligerent?,4,proxy war,978
759,How many years longer was the command of Abdul Salam Arif than Abdul Rahman Arif's?,1,proxy war,981
760,How many years after the beginning the war did the Soviet Union end its non-combat aid?,3,proxy war,981
761,How many years before the war began did Abdul Karim Qasim become a leader?,3,proxy war,981
762,Who was the longest tenured leader or commander of Ba'athist Iraq?,Abdul salam Arif,proxy war,981
763,Who was the first commander of KDP after 1964?,Ali Askari,proxy war,981
764,Who was the commander of the First Kurdish–Iraqi War in 1960?,Abdul Karim Qasim,proxy war,981
765,How many Iraqi soldiers were killed in the First Kurdish–Iraqi War held between 1961-1970?,10000,proxy war,981
766,How many years was Ahmed Hassan al-Bakr a leader and commander of Ba'athist Iraq?,1,proxy war,981
767,Where was the First Kurdish–Iraqi War held in 1965?,Iraqi Kurdistan,proxy war,981
768,How many years did the First Sudanese Civil War last?,16,proxy war,982
769,How many years have passed since the First Sudanese Civil War ended?,50,proxy war,982
770,How many years before the war ended did the Republic of the Sudan stop being a belligerent?,3,proxy war,982
771,How many years after the beginning of the war did the Sudanese Armed Forces reach their greatest strength?,16,proxy war,982
772,What country became a belligerent the same year the Democratic Republic stopped?,Israel,proxy war,982
773,How many years has it been since the First Sudanese Civil War began?,67,proxy war,982
774,How many years longer was Neo Hom a belligerent than the Party of Democratic Kampuchea?,17,proxy war,987
775,How many years after the insurgency began did Russia cease being a belligerent?,14,proxy war,987
776,How long in years did the USA support the Insurgency in Laos starting from 1975?,15,proxy war,987
777,How many years has it been since the Insurgency in Laos?,47,proxy war,987
778,How many years did Neo Hom support belligerents in the Insurgency in Laos?,26,proxy war,987
779,What was the status of the Insurgency in Laos in 2020?,Hmong-led coup attempt against the Lao government foiled; alleged plotters tried and exonerated in the U.S.,proxy war,987
780,Did the US support belligerents during the Hmong-led coup attempt against the Lao government?,No,proxy war,987
781,How many years ago did the Insurgency in Laos start?,47,proxy war,987
782,How many years after the start of the insurgency did Vietnam begin its support for Laos?,1,proxy war,987
783,How many more years did the Malayan Emergency last after the independence of the Federation of Malaya?,3,proxy war,997
784,How many more years did Winston Churchill serve as a leader than Harold Macmillan?,1,proxy war,997
785,How many years before the end of the emergency did Southern Rhodesia cease being a belligerent?,7,proxy war,997
786,How many years after the Malayan Emergency began did Clement Attlee become a leader?,3,proxy war,997
787,Who was the President of the United States when the Malayan Emergency began?,Harry S. Truman,proxy war,997
788,Who was the Prime Minister of Great Britain when the Malayan Emergency ended?,Harold Macmillan,proxy war,997
789,How many leaders or commanders ended their role in the year the war ended?,2,proxy war,1000
790,How many more years was Arnaldo Schulz a leader or commander than Filipe Samuel Magaia?,2,proxy war,1000
791,How many years after the war started did Francisco da Costa Gomes become a leader or commander?,9,proxy war,1000
792,What was the strength of the Rhodesian police reservists during the last year of the war?,19000,proxy war,1001
793,How many years before the war ended did Southern Rhodesia cease being a belligerent?,14,proxy war,1001
794,How many more years was Rhodesia a belligerent than FROLIZI?,13,proxy war,1001
795,Which belligerent became involved the same year that the murder of Aldo Moro occurred?,Third Position,proxy war,1020
796,What was the second-to-last name of the far-left terrorists opposing the Italian government during the Years of Lead?,Worker's Power,proxy war,1020
797,How long in years did the Years of Lead last in Italy?,26,proxy war,1020
798,What event killed 85 people in 1980?,Bombing,proxy war,1020
799,How many far-right terrorist groups were active in 1975?,2,proxy war,1020
800,How many years had the New Order been fighting when the National Vanguard joined?,3,proxy war,1020
801,"Which came first, the collapse of popular support for the Red Brigades or the dismantling of the main far-right terrorist groups?",collapse of popular support for the Red Brigades,proxy war,1020
802,How many years after the Years of Lead began did the Bologna massacre occur?,12,proxy war,1020
803,How many years longer were the Red Brigades belligerents than the Workers' Autonomy?,12,proxy war,1020
804,On what date did the 1983 IBF World Championships end?,"May 8, 1983",sports event,1030
805,What was the start date of the 1983 IBF World Championships?,"May 2, 1983",sports event,1030
806,How many years after Copenhagen were the IBF World Championships in Calgary?,2,sports event,1030
807,How many years after Jakarta were the IBF World Championships in Copenhagen?,3,sports event,1030
808,Which country did the silver medalists Park Joo-bong and Lee Eun-ku represent in Men's doubles at the 1983 IBF World Championships?,South Korea,sports event,1030
809,Over how many days did the Men's doubles at the 1983 IBF World Championships last?,7,sports event,1030
810,Who won the gold medal in Men's doubles at the 1983 IBF World Championships?,"Steen Fladberg, Jesper Helledie",sports event,1030
811,Over how many days did the 1983 IBF World Championships take place?,7,sports event,1030
812,How many medals did the host country win in 1983?,1,sports event,1030
813,How many nations left without a medal from the 2016 FINA World Swimming Championships (25 m)?,44,sports event,1031
814,How many medal winners in the Women's 100 metre breaststroke at the 2016 FINA World Swimming Championships (25 m) came from the same country as another medal winner?,2,sports event,1031
815,"Given she swam 4 laps, what was the average number of seconds it took Alia Atkinson to swim a lap, rounded to the nearest integer?",16,sports event,1031
816,Who won the gold medal in women's 100 metre breaststroke at the 2016 FINA World Swimming Championships?,Alia Atkinson,sports event,1031
817,Where were the 2016 FINA World Swimming Championships held?,WFCU Centre,sports event,1031
818,"Over how many days did the heats, semifinals, and finals of the women's 100 metre breaststroke last at the 2016 FINA World Swimming Championships?",2,sports event,1031
819,What is the number of years between the previous and next FINA World Swimming Championships?,4,sports event,1031
820,How many days earlier was the heat from the final in the women's 100 metre breaststroke at the 2016 FINA World Swimming Championships?,1,sports event,1031
821,How many competitors participated in Women's 100 metre breaststroke at the 2016 FINA World Swimming Championships?,60,sports event,1031
822,How many days before the finals were the semifinals?,1,sports event,1032
823,How many days after the heats and semifinals did the finals occur?,1,sports event,1032
824,Which country did bronze medalist Sydney Pickrem represent in the 2019 World Aquatics Championships?,Canada,sports event,1032
825,How many more competitors were there than nations participating?,7,sports event,1032
826,How many days were there between the semifinals and finals at the 2019 World Aquatics Championships?,1,sports event,1032
827,Who won the gold medal in the Women's 200 metre breaststroke at the 2019 World Aquatics Championships?,Yuliya Yefimova,sports event,1032
828,How many medals did the host country win in the Women's 200 metre breaststroke at the 2019 World Aquatics Championships?,0,sports event,1032
829,On what date did the heats of the Women's 200 metre breaststroke take place at the 2019 World Aquatics Championships?,"July 25, 2019",sports event,1032
830,On what date did the finals of the Women's 200 metre breaststroke take place at the 2019 World Aquatics Championships?,"July 26, 2019",sports event,1032
831,"What country was the gold medalist from on July 26th, 2019?",Russia,sports event,1032
832,How many years before the 2019 World Aquatics Championships did the previous World Aquatics Championships occur?,2,sports event,1032
833,How many years after the 2019 event in South Korea did the World Aquatics Championships occur again?,3,sports event,1032
834,Over how many days did the 1995 Atlantic hurricane season last?,153,cyclone,1089
835,Did the 1995 Atlantic hurricane season average at least a hurricane per month?,yes,cyclone,1089
836,How many total storms formed during the 1995 Atlantic hurricane season?,19,cyclone,1089
837,What month did the first storm system form during the 1995 Atlantic hurricane season?,June,cyclone,1089
838,How many hurricanes formed during the 1995 Atlantic hurricane season?,11,cyclone,1089
839,What was the average daily damage in dollars caused by the 1995 Atlantic hurricane season?,0.058 billion,cyclone,1089
840,How long in months did the 2002 Atlantic hurricane season last?,3,cyclone,1090
841,"On average, how many hurricanes were there per month, rounded to the nearest integer?",1,cyclone,1090
842,How many people died between February and November 2002 due to an Atlantic hurricane?,50,cyclone,1090
843,How long in days did the 2022 Atlantic hurricane season last?,94,cyclone,1090
844,Did Hurricane Isidore form in November 2022?,no,cyclone,1090
845,How many months ago did the last system dissipate in 2002?,242,cyclone,1090
846,How many years ago was the 2002 Atlantic hurricane season?,20,cyclone,1090
847,How many tropical depressions did not turn into major hurricanes during the 2002 Atlantic hurricane season?,12,cyclone,1090
848,How many hurricanes during the 2002 Atlantic hurricane season did not reach Category 3 status?,2,cyclone,1090
849,"When the total number of depressions was 31, what was the total number of storms?",28,cyclone,1091
850,What is the first year after 2005 with at least 31 total depressions?,2020,cyclone,1091
851,What was the lowest pressure in Hurricane Wilma in mbar?,882,cyclone,1091
852,How many minutes were the maximum winds of Hurricane Wilma sustained?,1,cyclone,1091
853,"What year was the worst Atlantic hurricane season, in terms of the number of hurricanes?",2005,cyclone,1091
854,How long in months did the 2005 Atlantic hurricane season last?,7,cyclone,1091
855,How many months ago did the first system form in 2005?,210,cyclone,1091
856,Were there any Atlantic hurricane seasons after 2006 with at least 15 hurricanes?,no,cyclone,1091
857,How many tropical depressions did not turn into hurricanes in the 2005 Atlantic hurricane season?,16,cyclone,1091
858,What is the first year after 2005 with at least 31 total depressions?,2020,cyclone,1091
859,What year had the most Atlantic hurricanes?,2005,cyclone,1091
860,Over how many days did the 2005 Atlantic hurricane season last?,213,cyclone,1091
861,How many hurricanes during the 2005 Atlantic hurricane season did not turn into major hurricanes?,8,cyclone,1091
862,"On average, how many major hurricanes were there per month during the 2005 Atlantic hurricane season, rounded to the nearest integer?",1,cyclone,1091
863,How many Atlantic hurricane seasons between 2006 and 2016 recorded at least 7 major hurricanes?,0,cyclone,1091
864,How many months after the order was the Tonnerre laid down?,5,ship,1110
865,What was the fate of the Tonnerre a year after it was launched?,Burned and exploded,ship,1110
866,How many years passed between the laying down and the launch of the Tonnerre?,14,ship,1110
867,When did the Tonnerre receive a name change?,1795,ship,1110
868,How many years did the Tonnerre sail before it was burned down?,1,ship,1110
869,What was the name of the Tonnerre a year after being laid down?,Quatorze Juillet,ship,1110
870,How long after the Tonnerre was ordered was it commissioned?,14,ship,1110
871,Was the Tonnerre destroyed more or less than a year after being commissioned?,less,ship,1110
872,How many years elapsed between the laying down and the launching of the Tonnerre?,14,ship,1110
873,How many months elapsed between the laying down and the launching of the Maori?,14,ship,1111
874,What happened to the Maori a little after three years after it was commissioned?,Sunk by aircraft,ship,1111
875,On what date was the Maori Underway completed?,"November 30, 1938",ship,1111
876,On what date was the Maori Underway launched?,"September 2, 1937",ship,1111
877,How many days after being completed was the Maori commissioned?,5,ship,1111
878,How many months after being ordered was the Maori laid down?,4,ship,1111
879,How many days after being launched was the Maori commissioned?,459,ship,1111
880,How many years after being launched was the Maori Underway completed?,1,ship,1111
881,On what date was the Maori Underway laid down?,"July 6, 1936",ship,1111
882,What happened to the I-179 ship 15 years after it was launched?,Salvaged and scrapped,ship,1112
883,How many years ago was the sister ship I-176 salvaged and scrapped?,65,ship,1112
884,How many years after being laid down was the I-179 completed?,2,ship,1112
885,How many years after sinking was the I-179 salvaged?,14,ship,1112
886,How many months did the I-179 last after being completed?,13,ship,1112
887,What was the fate of the I-179 just a month after it was completed?,Sunk during sea trials,ship,1112
888,How many years after the I-179 was laid down was it completed?,2,ship,1112
889,How many days before D-Day was the I-179 sunk?,328,ship,1112
890,What was the name of the sister ship I-176 in 1942?,I-179,ship,1112
891,How many days after being launched was the sister ship I-176 sunk in 1942?,363,ship,1112
892,How many years after the I-179 was stricken was it scrapped?,13,ship,1112
893,What happened to the I-179 one year later in the same month that it was launched?,Sunk during sea trials,ship,1112
894,How many years after being ordered was the HMS Astute laid down?,4,ship,1114
895,How many years after the HMS Astute was ordered was the picture taken?,15,ship,1114
896,How many years after being laid down was the HMS Astute launched?,6,ship,1114
897,How much greater is the capacity compared to the complement?,11,ship,1114
898,How many years after being ordered did it take for the HMS Astute to be put into service?,17,ship,1114
899,How many years did it take for the HMS Astute to be ordered and then launched?,10,ship,1114
900,How many years has HMS Astute been in service in the UK Navy?,8,ship,1114
901,"Who built HMS Astute, launched in 2007?","BAE Systems Submarine Solutions, Barrow-in-Furness",ship,1114
902,How many months after being launched was HMS Astute commissioned?,38,ship,1114
903,How many years after being laid down was the HMS Victory launched?,7,ship,1115
904,How many years after being ordered was HMS Victory launched?,7,ship,1115
905,What year was HMS Victory commissioned?,1778,ship,1115
906,What battle did Portsmouth participate in the year it was commissioned?,First Battle of Ushant,ship,1115
907,How many years after its launch did Portsmouth participate in the Battle of Cape Spartel?,17,ship,1115
908,How many years after HMS Victory was ordered did it participate in the Battle of Cape Spartel?,24,ship,1115
909,How many years after HMS Victory was commissioned did it fight in the Battle of Trafalgar?,27,ship,1115
910,How many years did it take for HMS Victory to be launched after being laid down?,6,ship,1115
911,How many years after its first battle did HMS Victory fight at Trafalgar?,27,ship,1115
912,How many months after being ordered was HMS Victory laid down?,12,ship,1115
913,How many years after being launched did HMS Victory fight at Cape Spartel?,17,ship,1115
914,What year was HMS Victory launched?,1765,ship,1115
915,How many years must you wait from the earliest you can serve to being eligible for special forces?,2,army,1116
916,"What is the ratio of active to reserve personnel in 2020, rounded to the nearest integer?",2,army,1116
917,How many years has the Australian Defence Force been in its current form?,46,army,1116
918,"What is the number of active personnel per reserve personnel, rounded to the nearest integer?",2,army,1116
919,"In what year did the Australian Defence Force's annual exports total around $2 billion while the active personnel reserve was at 59,095?",2019,army,1116
920,"At what age can an Australian first be selected, serve, be deployed, and be eligible for selective service in the Australian Defence Force?",19,army,1116
921,How many years after the Australian Defence Force was formed did it take its current form?,75,army,1116
922,At what age can an Australian both serve and be deployed in the Australian Defence Force?,18,army,1116
923,How many years after its founding did the Australian Defence Force take on its current form?,75,army,1116
924,Who is the Advisor to the Chiefs of Staff Committee?,Rick Angove RM,army,1117
925,What are the service branches under the Ministry of Defence in London?,"British Army , Royal Navy,  Corps of Royal Marines , Royal Air Force",army,1117
926,What is the difference in pounds between the maximum and minimum budget in 2021?,7.1 billion,army,1117
927,What is the minimum age required to join the British Armed Forces in 2021?,16,army,1117
928,How many types of industries in Britain are involved in defence?,6,army,1117
929,"What percentage of active personnel were deployed in 2021, rounded to the nearest percentage point?",6%,army,1117
930,Who are the foreign suppliers of the Bundeswehr?,"European Union , United States",army,1118
931,What is the headquarters of the Bundeswehr?,"Berlin, Bonn, and Potsdam",army,1118
932,How many years ago was the Federal Defence Forces of Germany founded?,67,army,1118
933,What were the 2019 annual exports of the Bundeswehr in euros?,8.015 billion,army,1118
934,"What percentage of active personnel were deployed, rounded to the nearest percentage point?",1%,army,1118
935,How many years ago did the Federal Defence Forces of Germany take on its current form?,32,army,1118
936,How many deployed personnel did the Federal Defence Forces of Germany have in April 2022?,2107,army,1118
937,How many months ago was the Federal Defence Forces of Germany founded?,805,army,1118
938,How many active and reserve personnel did Germany have in 2022?,198638,army,1118
939,Is Germany allowed to have an army?,yes,army,1118
940,How many service branches did Germany have between 2000 and 2010?,6,army,1118
941,How many months ago did the Federal Defence Forces of Germany take on its current form?,386,army,1118
942,How old does one have to be to serve in the Federal Defence Forces of Germany?,17,army,1118
943,How many years did the Defence Force last before its current form?,35,army,1118
944,How many service branches does the Defence Force encompass?,6,army,1118
945,How many active personnel did the Federal Defence Forces of Germany have in February 2022?,183638,army,1118
946,How many years would someone who is 8 years old have to wait before serving in the Federal Defence Forces of Germany?,9,army,1118
947,In what year would someone born in 2015 become eligible to serve in the Federal Defence Forces of Germany?,2032,army,1118
948,How many domestic defense suppliers does the Israel Defense Forces have?,8,army,1119
949,What is the longest conflict the Israel Defense Forces have been involved in?,South Lebanon conflict,army,1119
950,"Since its inception, what is the longest number of years the Israel Defense Forces have gone without a major military operation?",11,army,1119
951,How many service branches are there?,3,army,1119
952,How many years ago was the Israel Defense Forces founded?,74,army,1119
953,What is the minimum conscription length of the Israel Defense Forces in years?,2,army,1119
954,How many years had it been since the creation of the Israel Defense Forces before the Sinai War?,8,army,1119
955,How many Israeli males aged 17-49 are unfit for service?,54188,army,1119
956,In what year would someone born in 2011 become eligible to serve in the Israel Defense Forces?,2028,army,1119
957,How many months ago was the Israel Defense Forces founded?,895,army,1119
958,What was the name of the operation the Israel Defense Forces conducted in 1952?,Reprisal operations,army,1119
959,"How many years did the First Lebanon War, starting in 1982, last?",3,army,1119
960,How many active personnel did the Japan Self-Defense Forces have in 2021?,247154,army,1120
961,How many years after the founding of the Japan Self-Defense Forces did the 1999 East Timorese crisis occur?,45,army,1120
962,What year was the Japan Self-Defense Forces founded?,1954,army,1120
963,"How many active personnel are there per reserve personnel, rounded to the nearest integer?",4,army,1120
964,What was the last official campaign the Japan Self-Defense Forces participated in?,Operation Ocean Shield,army,1120
965,How many years ago was the Japan Self-Defense Forces founded?,68,army,1120
966,In what year would someone born in 2012 become eligible to enlist in the Japan Self-Defense Forces?,2030,army,1120
967,How many years is one eligible for enlistment in the Japan Self-Defense Forces?,14,army,1120
968,How many foreign countries supply the Defense Forces?,8,army,1120
969,What is the average number of months are soldiers conscripted to the Republic of Korea Armed Forces across all branches?,20,army,1121
970,On what date was the Korean flag first used?,"August 15, 1948",army,1121
971,What percentage of South Korea's GDP was spent on the military in 2021?,2.8%,army,1121
972,What is the minimum age for military service in Korea?,18,army,1121
973,How many years older is the highest military age compared to the youngest in the Republic of Korea Armed Forces?,10,army,1121
974,What war was the Republic of Korea Armed Forces involved in just one year after their 50th anniversary?,1999 East Timorese crisis,army,1121
975,What is the average of the minimum and maximum military age in the Republic of Korea Armed Forces?,23,army,1121
976,How many months longer is the conscription for the Air Force than for the Army?,4,army,1121
977,How many years after the founding of the Republic of Korea Armed Forces was the Vietnam War?,17,army,1121
978,How many years did it take the Saudi Arabian Armed Forces to assume their current form after their founding?,198,army,1122
979,Who was the Supreme Commander of the Saudi Arabian Armed Forces?,King Salman bin Abdulaziz Al Saud,army,1122
980,Where is the headquarters of the Saudi Armed Forces located?,Riyadh,army,1122
981,How long in years has the Saudi Arabian Armed Forces been in existence?,277,army,1122
982,For how many years has the current form of the Saudi Arabian Armed Forces been in effect?,79,army,1122
983,How many years separate the founding and the current form of the Saudi Arabian Armed Forces?,198,army,1122
984,How many years did it take the Saudi Arabian Armed Forces to deploy personnel to Yemen after deploying to Bahrain?,4,army,1122
985,What year must one have been born by to serve this year in the Saudi Arabian Armed Forces?,2005,army,1122
986,How many branches of force are there in the Saudi Arabian Armed Forces?,5,army,1122
987,How many armed services branches are there?,6,army,1123
988,How many years ago was the United States Armed Forces formed?,247,army,1123
989,Which commander in chief had a budget of US$782 billion for 2022?,Joe Biden,army,1123
990,What is the number of warrant officer types?,4,army,1123
991,Who is the current commander in chief of the United States Armed Forces?,President Joe Biden,army,1123
992,What was the 2022 budget for the United States Armed Forces in dollars?,782 billion,army,1123
993,"How long in minutes is the sidereal rotation period of Mars, rounded to the nearest integer?",1477,planet,1137
994,"What is the difference of the rotation period between Mars and Earth in minutes, rounded to the nearest integer?",40,planet,1137
995,"What is the difference of the synodic period between Mars and Earth in years?",1.135,planet,1137
996,How many Neptunian solar days are there in one Neptunian orbital period?,89666,planet,1138
997,"What is the orbital period of Neptune in years?",164.8,planet,1138
998,What planet was discovered in September 1846?,Neptune,planet,1138
999,"How much longer in days is Neptune's orbital period than its synodic period, rounded to the nearest integer?",59828,planet,1138
1000,Around which year will the next orbital period begin starting from the time of perihelion?,2206,planet,1138
1001,How many years after the discovery of Neptune is the time of perihelion?,196,planet,1138
1002,Approximately how many cumulative deaths were there in 2016 due to cholera?,32800,disease,1200
1003,"If I drank contaminated water and had muscle cramps 8 hours later, what should I do to check for cholera?",Stool test,disease,1200
1004,"If I suspected I had exposure on a Monday, by which day would I know I definitely do not have it?",Saturday,disease,1200
1005,After what age does the most common onset of gallbladder cancer occur?,65,disease,1201
1006,What is the five-year survival rate of gallbladder cancer?,19,disease,1201
1007,How many deaths from gallbladder cancer occur annually in the US?,2000,disease,1201
1008,How many total deaths from AIDS occurred outside the year 2020?,35620000,disease,1202
1009,"If the number of new AIDS cases in 2021 is the same as in 2020, how many people will be living with AIDS?",38.5 million,disease,1202
1010,How many total deaths are expected from AIDS in 2021 if the death total remains the same?,36980000,disease,1202
1011,"As of January 3, 2020, how many departments in France had at least one death?",0,disease,1203
1012,Are there more or fewer than 140 million doses administered as of December 2022?,more,disease,1203
1013,What is the time difference in months between the fatality map and the confirmed cases map?,22,disease,1203
1014,What continent is the country in question located in?,Europe,disease,1203
1015,"How many people are fully vaccinated in France since the outbreak in Wuhan, China, as of the date the information was collected?",53083894,disease,1203
1016,How many people in France have been at least partially vaccinated since the outbreak began?,54587663,disease,1203
1017,"As of May 5, 2022, how many regions in France had ≥700,000 confirmed cases of COVID-19?",1,disease,1203
1018,"Before January 24, 2020, how many confirmed cases of COVID-19 were there in France?",0,disease,1203
1019,"Which category had the highest geographical concentration of Covid deaths per 100,000 in July 2020?",700000,disease,1203
1020,"What is the total number of recovered COVID-19 cases in Johor since January 25, 2020, as of the publishing date of this information?",201423,disease,1204
1021,How many Covid-19 deaths have been confirmed in Johor since the beginning of the pandemic?,3588,disease,1204
1022,"Are there more active or recovered COVID-19 cases as of October 25, 2021?",Recovered,disease,1204
1023,What country did the outbreak first occur in?,China,disease,1204
1024,How many months has the pandemic lasted?,21,disease,1204
1025,Is the proportion of all-time cases that are currently active more or less than 5%?,less,disease,1204
1026,"How many confirmed cases are there, as of October 25, 2021?",215263,disease,1204
1027,How many months ago were there 215263 confirmed cases?,14,disease,1204
1028,How many months ago did COVID-19 arrive in Johor?,35,disease,1204
1029,"At least how many White House COVID-19 outbreak cases had been confirmed as of September 26, 2022?",53,disease,1205
1030,How many days elapsed between the first reported COVID-19 case and the first hospitalization?,14,disease,1205
1031,By which day in 2020 were there at least 20 reported cases of COVID?,Election Day,disease,1205
1032,During which strain of COVID-19 was Amy Coney Barrett's nomination to the Supreme Court announced?,SARS-CoV-2,disease,1205
1033,What was the worst outcome of the outbreak?,An individual was hospitalized,disease,1205
1034,Who was the most noteworthy individual to contract COVID in this outbreak?,President Trump,disease,1205
1035,"If the first report of the White House COVID-19 outbreak had occurred a month later than it actually did, on what date would it have occurred?","November 1, 2020",disease,1205
1036,How many days elapsed from arrival to the first report?,5,disease,1205
1037,"As of November 11, 2020, at least how many confirmed cases had there been from Pence's staff and Election Day combined in the White House COVID-19 outbreak?",25,disease,1205
